Oid,BookNameRu,BookImage,File
39f3a8eb-311d-478b-b95d-bc27ec23f32a,"Клинический подход к лечению ВИЧ-инфекции",d1a3f08b-d341-4131-b431-0ecd2a55b39a,7f5f62d8-bdd7-457c-b78f-4508727d7736
3b23ac68-2f38-4964-972c-5f1a29c0ca16,"Диагностика болезней внутренних органов: Т. 2. Диагностика ревматических и системных заболеваний сое",27aca7d8-9652-4596-b1aa-f071cb965a2d,3313e7fd-aec5-41ed-948a-5ed6240af3b7
3b2eee22-8cc8-4d6f-9b25-3c792e4cd3c3,"Порядки дейст медицинских работников на стационарном этапе оказания помощи в условиях эпид COVID-19",0d80afbc-8cea-4172-afc9-1a675a3ad8b9,5859f160-aa50-4868-91e6-233d07715294
3b4bca68-d039-4b7b-b243-a312efd8ac28,"Морфологическая диагностика лимфом. ",0693cf59-f9f5-47dd-93a4-f0fa3cfa928c,5bb556ca-88ff-47fa-aed1-a388eb0c704a
3b8a19f8-e013-4542-92ed-9e8a70a9d620,"",f21ed207-5b58-40c5-9e68-1e350d269f61,3f320e44-816b-4008-915a-98569209b4d9
3be41302-f479-406a-8526-d1e461918e51,"",54cd09dc-8ce0-4c19-a4ba-0438c8ac4453,0e877ade-e643-476f-a9a3-a2ba837c97b7
3c7fa84b-bf9b-4447-b800-1320ef0f830c,"",cf818607-0b9f-4b86-8867-02ea6e61c6b1,0e187891-efcf-418b-a854-f0eb2bb96daf
3c8aba8d-b7d0-462d-a999-b1ca6fec21a7,"Кардиология: профессиональные секреты",b9990b68-025a-4bdc-98d1-16274f381e49,a9a4978c-3120-4740-915a-81adc57cebc0
3c8cc149-02a6-44b0-bb82-fb05837a66ca,"",49ab1037-dc38-4124-93a2-00af7718b3d4,fcc794d2-1526-4be9-91ad-7b8c5283f1c7
3cbbce79-ff0b-4775-8691-1a9a0f9cce28,"АНАТОМИЯ ЧЕЛОВЕКА. ДЛЯ МАССАЖИСТОВ.",b12bdcb4-ad98-4dfb-a375-19484bd20533,8eb7362b-4fcb-412e-98e3-e9c97bd42947
3d022d42-d923-4049-ae19-f31835110a83,"Психиатрия. Руководство для врачей и студентов. Второе издание.",931f7c4c-bc6e-4ada-88a0-c002d980a797,90ae7e57-c2ee-475c-b30a-237a766bea65
3d063e35-50f9-46c2-b2c3-84073d2a820c,"",d1eb5163-d08f-46b8-bdf4-f4b906f259eb,5167136e-c75d-48e4-98ee-c674686ec724
3d486856-e650-42cf-afca-09492b01f740,"",fa3250c4-b5e5-434a-8028-ad45c03135ef,042622a3-c7b3-43b4-92c1-1587e8edb6c6
3d738bbf-7e64-4377-a845-e75bd28bf30d,"КЛИНИЧЕСКИЕ СТАНДАРТЫ (ПРОТОКОЛЫ) проведения антиретровирусной терапии ВИЧ-инфекции. ",24bd1db4-f299-470c-9534-c214976a431b,4db16e5f-76ce-48e3-83c4-226d0ef5b007
3d8058b5-a40d-4ed8-91c6-499eac06c9be,"Видеолапароскопические операции на матке и её придатках у больных раком молочной железы.",00c37a5f-ed6e-44da-9109-5ef3a0eb240f,50cfbd97-86c2-44fa-8d08-c24a5166c93b
3d964a97-615d-4031-b694-749fa3b17360,"Компьютерная томография: Учеб. пос.",b1c38d79-0cc2-442f-b36b-c3380ff790d3,6de298fd-a7bc-4aa3-bdda-97d830507247
3da262b2-f35e-4b98-b70b-894ba49dc5d1,"Хирургия вазоренальной гипертензии. ",09804cb9-210a-4c4f-99cc-9a9ab87f8a76,b954da87-1dd9-4da8-ba9b-c2281ef5709c
3db2df19-7c6c-40c1-a603-b9180b52fd9b,"Клиническая иммунология и аллергология",1bc80afa-050c-4ed3-b46c-82bf134fd796,b98a69bf-9d10-49ed-a8d9-78214d0260e9
3df60a07-930a-4613-bce8-9d9f9a8fdb00,"Российские клинические рекомендации по урологии",2fa46b90-bcdf-437e-ae4f-d8e5a59ecce3,e8cdc406-0127-4401-b4bf-15313ba8df18
3e741b88-c221-4581-8658-7177b87ca434,"Лекарства из Божьей аптеки. Пер. с польского. 3-е изд",a2e8c6cf-d66d-42ce-bbcf-9b77acacb648,502fbb31-427b-469e-8751-2aa1c2fc2e16
3e7917f1-a93a-465b-9c5b-3bf2bb20080d,"Кормление и питание грудных детей и детей раннего возраста",62e2c04b-92db-4252-b226-19eb594dab96,776fced4-5210-4872-8892-43282411470c
3ec83d03-c5ec-4f26-8965-e4628c5b46d4,"Хирургия повреждений груди.",119e0794-ca56-49cc-aa28-cc99ef8d10ed,b36a1658-2b6c-44b0-964d-5cadc45e6aca
3ecff08d-ea1e-415c-b613-5f9f517862dc,"Хирургический шов.",aa498cba-4258-43f3-96d1-f79a6132f0f2,3ebba672-4208-41be-84a8-b4fcd4ca8c2f
3ef7a0a3-8cd7-4de5-990e-899869d13611,"Антистрессорные реакции и активационная терапия",11021784-572b-4114-8382-e98a34494c8d,15e31013-1ec8-4c85-8ee8-37e444f13452
3f2a4949-a405-458b-9587-908ad9e143ef,"Кардиология. Национальное руководство : краткое издание.",01d17f8a-1994-4835-8306-bfab93f5ae95,250bc4dc-61b3-4cc4-995d-299b230c9138
3f846ed9-e410-4b9e-863c-ac8f8325ab19,"рН-метрия в клинической практике. Учебно-методическое пособие.",c425d7b5-2d62-4af7-92c3-fe7371e69e15,69ea2e58-1b4e-454d-8cc4-aa01fe24cd27
3f8cc9f7-1a86-41e6-9429-d9a93ce15d55,"",f09ccd4e-b53d-4992-afa2-2328f5162ebf,d9014dac-779f-4305-ba70-5e351350a59a
3f9058eb-92fe-4b1e-b048-239d2531822c,"Классификации и диагностические критерии в клинике внутренних болезней.",639444f8-0d73-41a6-88d6-633bc9a24b6a,872f615e-427f-4923-a6cb-801765aaa794
3faa0a51-88d0-4408-856d-d2b1501effe0,"Англо-русский психоаналитический словарь.",66c5ea76-97e3-4623-9a3e-0805f982f3de,81eacef7-9b64-4919-b31e-92b66401e02f
3fcf6199-7ee0-4c42-b387-2e391646b4a1,"",f31af4b9-ceed-4609-8f31-2b1307bdbd40,41397f1c-7c04-4196-b36f-d438c90fc2b2
3fd6b77b-19a6-4843-9ef7-f1726e8db529,"Клинические случаи в анестезиологии: Перевод с англ",eaed640a-933e-40ab-9837-04c3be3082c8,c70e12f7-999b-4956-a868-f36a555ad81c
40bd8fa4-38a8-4958-aaeb-64ee576e4230,"Хирургия тетрады Фалло",81b97bb0-686c-4420-9f54-ec4c917adb67,a70d9fd3-d4fb-4f46-a2a8-e0d69536fb54
412bcb0e-e76b-4d74-8662-d730ba88da98,"Терапевтическая и консультативная психология.",190faed0-bb16-47b4-80a8-60ad427752dd,7ced3a86-9b92-4cd0-a960-d7ea51742dfa
413e2628-4c96-48c6-9b43-49826f68e4ef,"ВСЕ ЛЕКЦИИ ИЗ ФАРМАКОЛОГИИ, Конспекты лекций из Фармакология",713f00bf-e2bf-41e7-8dd9-1b7fa28be627,c85d1f06-b033-4b68-a72e-bc93c11f8fb0
4199a0e4-9c31-4eb5-9cf3-db85fb1d1586,"Акупунктурная сегментно-зональная вегетотерапия. Практическое руководство.",1a23f936-a456-45f7-bae3-179f0d425589,79b06ba5-6222-4fe1-ab8e-515571e686fc
41aa39be-42a3-4549-b48b-a77b2c8903f7,"Стадии эмбрионального развития мозга человека.",9655984d-cc9e-4a24-9704-113cb2aa6533,32639be7-971d-462e-99c1-57744a1cdfb2
41d4af9f-8af8-4a4b-8ebd-a215632617d5,"Глазные болезни-Учебник.",44d2a00e-c512-4a9f-ace8-0cdf584c9339,227a174e-b4fa-46b3-a0c2-45f25bfb6c3f
426352c8-71f3-4a73-9c67-9660c5f6a59b,"Анализы крови, мочи и других биологических жидкостей в различные , возрастные периоды. 3-е изд.",67d7df1d-06f9-4a34-ab81-6cf042834d01,561421b5-06b9-4150-ac50-7ae105f508e3
42cfefbc-d6a0-4b94-bb10-30687e444661,"ФИЗИОТЕРАПИЯ",3790ac71-a7e3-45b1-8886-b29e0b25e072,431643f7-a85a-4289-bee2-bf6c92827066
42ea01a3-4555-4f4d-87fc-ae7e0e8995a0,"КЛИНИЧЕСКОЕ РУКОВОДСТВО ПО ЧЕРЕПНО-МОЗГОВОЙ ТРАВМЕ. Практическое пособие в 3-х томах. Том 3",da7244bf-8a8a-4288-b6b4-adb1c1a7349d,73245a45-de41-4a66-a8e7-3c45458ee02a
4319e093-3a10-4e3d-bde0-3ad8422ea89f,"",bf36839c-9437-418a-b3cd-68e6312e3ea6,e46befa5-487e-4b7d-88e4-bf434fb5d0c7
433b9fac-b0f0-4ad9-9c9f-84784fced921,"Атлас операций при травмах опорно-двигательного аппарата. ",a13b87c4-7a37-40a1-a50e-c18fa0be9ee2,ed62c58b-7ede-4999-976e-d3c747191f83
43a0f693-3cc8-468f-b62d-21dcb194e088,"Оптимизация диагностики и хирургического лечения больных при переломах глазницы",ae6d956a-5318-4441-8f81-0dfa9f092dab,d7348bce-37d2-41d6-8654-6e8146a4a10c
43c7a7b6-1d45-4b08-b326-1ae38ee0578a,"",f992ba38-3f97-4a50-ae2d-0f392022488f,9c55acb7-73b6-4460-82c7-16d994e7d7fc
440c34e5-50f1-4454-a2fb-b3e3bbfea551,"Кишечные инфекции. Сборник учебно-методических пособий.",e7293a33-a8cf-4960-82fb-61aac9b36a58,a5b453dc-05c9-4a6a-8bef-814d65ae5241
441d5958-503b-4650-9f14-02108506a9e4,"Парентеральные вирусные гепатиты у детей. учебное пособие.",1361a200-52ec-4392-8005-4ee6c01a774d,bf4d22dd-34d4-4882-9b08-3fa1b4968687
441e428d-6455-4315-9ee9-0e206aefcc53,"Курс лекций по фармакологии (учебное пособие). В 2 ч. Часть 1. – 2-е изд.",67fd5c36-a3fc-45bd-bafa-9bebdfcb979b,fb67c605-8d55-49c3-9223-a1fb57beaa26
44f1bd6b-af9c-4a77-9f53-3350f11e6843,"Офтальмология. Справочное руководство для педиатров. Кн. 1 ",ae959fe9-f4ba-4e5f-bfaf-6344535ca65c,568138fc-7af9-4b59-a5b2-6261bc2014f9
4554ce4e-b2f2-4954-86e0-d546fb082fa0,"Природные лекарства против рака",af1e46fc-53c9-479d-9772-56ab1a91fc8f,5b86392b-389b-4274-8df5-6dc4936ddc7c
458b2cce-0f9e-4618-af3a-23f925ccd07c,"Повреждения костей и суставов. 3-е изд. ",4f8ff185-b77a-4d8d-b6af-7ba252080ad0,f951d202-ee62-479f-8067-f0b45265b045
460fd78a-29d7-46b8-a27c-6ec93cc6c8d8,"",51e681e9-2555-4079-8fcd-e442d0a2a957,168ff093-f6fa-4812-bc2f-560427ec0e5a
466b4226-821e-4a06-b489-44177309c653,"",af09c639-5f90-47df-831d-d3f4183166c5,df4ec4b4-b62c-4252-a78b-5e6982303481
469258d8-9e71-46c8-8a9f-31eb0d3903a6,"",2226a678-d37c-4480-834e-253c50ce3798,78bb92aa-570d-4235-bec4-e5ffefb5788e
469ecd5e-9977-42ee-b4d5-b257d681ff14,"",2e854adc-75b5-4286-bfe6-6bedded7489f,fb34ff27-2271-4d55-8f5e-bbf34db3057a
46dd5995-6758-4679-92fa-3bc29f6d0304,"",5bea29ab-0302-4b9d-a84f-60ef41089ee5,1c25e1e9-c2df-43c4-99bf-cfabf7b18bb1
47398588-1d03-4214-99f0-28d9cfb1691a,"Современная догоспитальная диагностика недержания мочи у женщин.",181aaa64-bd2a-4dfb-af58-a64b66f38734,97a2a753-4ae6-4a8f-842d-1307b6f9e69d
474899c3-142d-455f-8fd7-e93ec38fa49a,"Хирургическое лечение гнойных заболеваний легких.",16fde6e9-a0af-4dfa-a750-a4f3a649a731,f353c8fc-3531-43d5-b628-9c8417c82e4d
474a6ab6-3a39-4dd1-8ecb-3f2476da7f4b,"",2a570fc3-2d19-4af4-bb70-ea1c005cb79c,9ea9dd18-9cf4-4aa3-9d4e-d2c2a11eff7b
47891813-c989-4b78-934d-85d8b134c077,"ЧАСТО БОЛЕЮЩИЕ ДЕТИ: СОВРЕМЕННАЯ ФАРМАКОТЕРАПИЯ Руководство для врачей",fc923a8c-e84c-469f-a4ab-c7e5b4d009d0,e264c1d0-3473-4e92-a6bc-ff9220ecf559
47a71440-9a04-4b7b-b5a0-a72d92b40303,"Клинические рекомендации. Дерматовенерология. 4-е издание",f8236656-1f2f-489a-870c-9c25d13e7192,cc03920b-ef01-49b6-bfdc-a24363df7fbb
47afd60b-9d35-4405-a42b-84c5e8067987,"Алкоголизм Хитрости и тонкости.",0cce4169-814b-4616-ba89-153b54d565e2,93cf29fd-fc60-40d8-b115-376059ba7d56
47dad101-2694-43db-8768-47c0aa58296c,"Спортивная медицина: Учебник.",74bfdb45-c6c3-4c70-9caf-a9932769dc5e,27381657-6074-42e6-92fe-e1861ed58172
47e36cd5-a0a1-4c8a-b2f5-b268c21635cd,"Исследование белков и нуклеиновых кислот. Учебное пособие.",a79a6451-05de-4f86-adbe-abb4e2ebecaf,ba5e2617-a828-45f7-b67f-79a2a0d435e0
4800992c-49ee-47e7-8504-527df9ee30a2,"Лучевая диагностика заболеваний сердечно-сосудистой системы",9c3401d7-7bde-4165-ab9e-561d5d5c1896,94736c60-d8ac-4f47-a9fb-70d4a45e8750
48765d30-f18f-4380-8f87-41b83378f229,"Принципы этиопатогенетической терапии острых синуситов. Методические рекомендации.",8c3e0b31-76ab-4332-9ba7-ee3a0222c00e,0a390708-8062-456f-968a-ba9ab0408e2e
48d4ec34-a574-4a85-abe7-66b9a5341f5d,"",27f6ff25-8356-4322-9c51-a3d8620faa3f,55985bbc-83b0-4d72-951c-56d6a422dd6d
494483f0-028a-4c97-9691-2553dc4b6bf2,"Патологическая анатомия COVID-19. Атлас.",30ca1e5f-2cf7-41f4-ae3a-b499db51bc00,6e8e90c1-51cb-453b-9a56-bcc901472592
497e1dd3-b02c-4e2e-a361-654b00e978cc,"Квалифицированные реанимационные мероприятия в педиатрии - PALS Provider manual 2006",9ceae1f5-e680-49b2-897b-b153cf6c6c78,f8e4688f-199d-4481-8e15-24f6de170ca4
49a30436-1e27-4a36-8d78-e65f8aca8eb6,"",1041c143-7a27-42fc-b3b5-8994fef17a95,896f96f3-ed33-40a7-a67b-136769ffe4d7
49f169d2-550a-4446-9f1f-8f0ffb607ed1,"Педиатрия по Нельсону: в 5 т.: Том 1 пер. с англ.",cf814298-8c45-4da4-8a5a-074bcfd8c7d4,aa44d11a-f29d-4485-a3c6-b297acb56263
4a193be0-4106-4c61-a9dc-f527b4ffecef,"Комплексная рентгено-сонографическая диагностика заболеваний молочной железы.",7e290a97-fd32-4b9f-a773-0ebe5f625c69,5a41eb19-bb47-4449-8282-3cceafde733c
4b5e3c34-2d94-47e6-9c5c-4da006540278,"Клиническая лабораторная диагностика. Справочник для врачей.",468534e5-f832-4397-ba34-9fa28e8c604d,e84bbdc9-477d-43e1-b19a-8555baabef6e
4b659690-0a00-477b-9cec-cf7a663bece8,"ГАСТРОЭЗОФАГЕАЛЬНАЯ РЕФЛЮКСНАЯ БОЛЕЗНЬ. Учеб.-метод. пособие. 2-е изд. ",99e3729a-f063-4620-85bb-8eadac9edf63,7b6f6dee-852b-436f-b1dc-b3c03b190961
4bcf3abf-fc39-4cec-bedd-b0486601f904,"Аутизм: от теоретического понимания к педагогическому воздействию.",8e32dc27-97f8-4821-bb79-7e9ff6002bd5,9cb9e13a-a09f-426d-b1ec-2a3d4ecaaa0b
4c8e7a41-5704-4c54-8352-a5e9902ccb22,"Восстановление формы и функции голеностопного сустава шарнирно-дистракционными аппаратами.",610e0097-9060-4f72-a426-36b8c85419be,753024ef-607a-4299-a90f-0117f1696ed6
4cc1d068-bded-4f06-a3bf-2a10c8a42249,"Микронасосная деятельность скелетных мышц при их растяжении.",0828c492-b14e-448b-897c-92723bde906f,7f5f6b63-3bd1-488f-a612-570d586f905e
4cc943e6-37f1-4137-adf4-4f7a919f5c07,"Лучевая анатомия. Атлас с иллюстрациями Неттера.",497df30a-1678-4c0b-a2df-c1c7cce5d145,8be90395-f399-44f1-bb4b-76b9e60703c5
4d3b8e7d-1bfd-4055-9f36-148dda631137,"Инфаркт миокарда",2a26526d-5c77-4511-a12c-6a9963177270,bbd5dd7a-6d5b-4b80-a159-13ac84c5d2c6
4d6f66ea-3ca0-41d6-b8e0-64085799a235,"НАЦИОНАЛЬНЫЕ РОССИЙСКИЕ РЕКОМЕНДАЦИИ ПО ПРИМЕНЕНИЮ МЕТОДИКИ ХОЛТЕРОВСКОГО МОНИТОРИРОВАНИЯ В КЛИНИЧЕС",5f50c487-2b93-4656-b23d-3742b33eeb7c,f9dd2d95-c3e1-4f75-a90c-75691e83ffec
4d861a0c-4404-42c8-8ff9-24105af42c3a,"Новая книга по йоге: Поэтапное руководство.",0d5ed034-3b49-467d-a953-8addb38f4318,22723184-c1b5-4de0-8002-aea61a591e3a
4de4f24e-41d1-4f99-967a-e5f223571eab,"",dd20719a-71c6-4a5d-9c1d-5de7353bb10f,cd8a6384-874d-4fd9-895f-c98bea30fa9b
4dfaf1cc-9be4-4f7a-8972-fc3183d636a4,"Улучшаем зрение.",d4b85c04-a2dc-4ee4-81b2-cf0f208fa243,d7ce3815-7380-49c5-b540-5ba953326aa7
4e1a0ae8-a68c-439a-98a1-a21b68755356,"",fd48c3fa-c179-4b33-b00f-953a4dcf9362,ea629a0e-db7b-4fba-9714-9ea4e0665e85
4e4668c2-b6ce-49c5-a790-c712d2d58628,"",3c66092e-9a8d-43fb-b506-8bc39f9484b8,27dee1bb-6e76-4679-8285-627367ae4408
4e65ca11-d4e9-456c-b841-05658194f72b,"Анатомический атлас человеческого тела. Том 2. ДВЕНАДЦАТОЕ ИЗДАНИЕ.",1f1c0158-bdd2-4f99-b65c-d617d020dd54,b494447c-8d30-4ffb-aa67-f993685d09c9
4e9ff7b9-0e6a-42e0-8996-81ad97459570,"КЛИНИКО-ЛАБОРАТОРНАЯ ДИАГНОСТИКА И ОРГАНИЗАЦИЯ ПРОТИВОЭПИДЕМИЧЕСКИХ МЕРОПРИЯТИЙ ПРИ ИНФЕКЦИОННЫХ ЗАБ",c77c5015-f64c-4a55-8013-2f024b6dc3e6,66e5f63c-260b-4a4c-aa52-fc9c7fe009c2
4edd637d-58c5-4111-adf0-842cb83f891b,"",a40482cc-19f3-4d7c-a6a5-2664b656a0a9,3184a121-0c29-45bf-923d-43228e0af8a6
4f72a5a1-9fc8-4159-ac02-65b02e5b2b90,"",7f2234a8-c076-476f-bdcf-ebd958b720ea,85e62d93-31a0-4583-b140-16954a11e12a
4f9e08a7-b0cf-4faa-8cd0-f543c84bed1c,"",0e30ca6d-47ea-4534-a35c-ca1e96710f64,47bbe6d5-70cb-4f2e-849a-72207fab3390
4fc1837c-8eb1-46aa-92d1-45c6e36d67c2,"",e33d114f-07ce-47af-b9db-6c2f8cbe8f55,cda6cbe9-0428-4272-8410-5265b70233ee
4ff715e6-615f-4fee-a686-1c701b64d354,"Курс лекций по детской гематологии. Издание второе.",e9ac52e8-13d3-4de0-a7b0-99752c149106,59ac757b-7c58-40d9-ae63-4597078fefbe
5014b461-07bc-4dab-8e54-ee9faa6cb173,"Эндоскопическая хирургия у детей.",8b02d433-11bd-4a2c-b760-fb4890aed860,09125dcb-7dde-4034-86fd-fe69d1f44180
504038aa-6b90-48fe-b5c2-0d901c8139d7,"",ff5e8810-a671-4ac9-aad6-bebd48dabb4d,fa88e99e-9e78-4c55-a2a1-ebd729ccf09d
50aeb04e-42d5-49fc-945d-3ac364de21c1,"Акушерство  национальное руководство.",293a75a5-690e-43e2-8708-e063176a5779,eb92e67f-0e2d-4611-9ffc-aa0c58457983
50c0cd56-200c-4fed-9cca-8606a73aba96,"",4cb936be-d56e-40c6-9427-1cc8e6dbc487,d359f712-1486-406c-8e48-3f016bb9b4ac
50d3025b-f84f-425b-a2c4-1ab58350ed35,"Срочная хирургия детей. руководство ДЛЯ ВРАЧЕЙ.",e3ffda6f-3351-4db8-a3e4-7c979062a082,e7913c23-c027-4a88-840c-5dc97ff97e65
5107e643-c14d-497c-80d2-3196e95f262b,"Ультразвуковое исследование опорно-двигательного аппарата у взрослых и детей: Пособие для врачей",e7513548-8a49-41cb-b78e-598d9521b975,fb997a5f-a1a8-4de3-8577-7e92808cbf01
51d05db1-8c65-460b-8861-6851b2f35e09,"Руководство по судебной медицине",0df68756-f34d-46e1-9394-77860ab74579,3346c365-0c14-4f3d-b891-d09daac8dc1b
51d777f6-1824-4747-bef8-0845c9e0ead0,"Пропедевтика внутренних болезней. Учебник",e6dbe5a8-129a-487a-8c3d-e5a63807ef49,7c6b9e75-23dd-4562-924f-e889fc4817d9
522ecbd3-8560-4a5a-a950-fd69fe467a9a,"",a18fe77d-770c-4283-9f1b-d846d1cad03f,de0c2154-df3e-448a-bf95-646b98b0aef9
52a04523-2a48-430f-bf2c-989a053e2226,"Импедансная аудиометрия",c280da16-f5c8-4c58-98a8-0bc15292ccf5,223d7464-8358-4915-a39e-6fc6df6a44dc
52dc56da-9bef-433d-ae87-f88d2f25a400,"САХАРНЫЙ ДИАБЕТ И БЕРЕМЕННОСТЬ. Методические рекомендации для врачей эндокринологов, акушер-гинеколо",49c8a0b0-41fb-4ad5-b870-159fd4ca27d7,348a2f0a-24f6-424a-ae7f-b4652cd74da3
5318d567-9ca4-4c06-a512-18b62339470a,"Клиника и иммунопатология ревматических болезней.",95611b9a-dcb1-4b59-aa22-0395a256dc76,8605744c-34e4-409d-b1e4-203090c067c2
53309413-1a28-48cc-8afc-ca74cf5d92cb,"Синдромальная и топическая диагностика поражений нервной системы. учебно-методическое пособие.",11736d01-531f-4363-80c2-8492f3406d0b,8ab6baf4-3c39-4c68-8cac-0dd50ffc70ad
53c20e5e-c419-40e5-9ac4-3ceb4a0919ef,"Практикум по биохимии. Учебно-методическое пособие.",b9043669-ef5f-4875-9100-3124e2b0bd2f,9c313970-40f1-4eb4-bed4-0713a7dfd320
545c63bd-cc18-4f5f-94ca-782466d8cd0d,"РАНЕНИЯ ЛИЦА. ",59f25dc1-1735-4ff6-85ad-dcaf07b0bb5a,64f120fc-d9d2-4298-b46d-1eda32ce1255
54722026-474b-4b23-893b-784405e4e86e,"Курс лекций по фармакологии. В 2 ч. Часть 1. – 2-е изд., ",4c361fb1-20fb-4800-95c0-2a552ee48e23,ac78a6fa-49cc-4c70-9d50-25d9424076d0
547a60a5-b0b1-4853-83be-82df68f130cb,"Педиатрия : учебник : в 5 томах Том 1 : Сердечно-легочная реанимация, неонатология, лихорадка и осно",12c8f622-6056-49a6-bf80-de0904b4228d,77380b46-ff2f-463e-a2d3-3cd5f45ebf94
54946ffb-1e12-471e-abba-a017947a9dee,"Анатомия спинномозговых нервов в схемах и рисунках. Атлас-пособие.",527016ab-5096-451a-8626-0db3adb91ca4,de523a18-6f87-4b1b-bca0-68e44c79db19
550c7e7e-1b9b-4ff0-b9c9-1098b0c18ab5,"Сновидения и фантазии анализ и использование.",d8ace9ed-0256-4501-89a0-dd4c14557ecd,292e36bf-b879-4205-b4f6-16008135bc81
55d22ccd-26f7-4a60-8fc5-d389d7d1b350,"Микрохирургическое лечение сложных аневризм средних мозговых артерий: крупных, гигантских, фузиформн",ca3c6fc2-a650-4dc0-b94c-df264d7f5947,a26a7765-cba3-485c-8343-7c93898d1964
56551329-a826-4f20-b638-e0577a04fc5e,"",51857a1b-0d75-4527-8b18-8279431fd99e,6c771a45-2fbe-425b-b3b5-7ab4bfb678dc
56ed3e45-dc2a-4b6a-889a-a7718ea91cf3,"Ответственность за правонарушения в медицине: учеб. пособие для студ. высш. учеб. заведений",0906a782-2c71-424e-bf13-5e8293ec0073,8d1fb245-c3c9-4296-bab6-7ee8d9ba6be6
56f0fa1e-9ac6-4e5d-b39a-a2c4de769352,"Клиническая патопсихология: Руководство для врачей и клинических психологов.",a4e1f919-f23d-4a84-9f69-8ae5df349c5e,ef8b8c70-a4bc-45f9-8fea-88630ca2e0e0
57a423b9-0cf0-418c-b873-b14a8730e3b1,"Оперативна ортопедия и травматология. Перевод с болгарского.",6bff2ed9-c749-4dd8-8d58-6b1750f5fb20,4109e42c-2745-4420-9d1f-674d88e306ca
57c22e48-0ed3-4eda-8d5a-3c642836ec74,"",32d0a393-1016-4c92-8e97-bfda7c285676,b1f972ff-ce82-47b9-8961-251aeb12dadf
5806e65d-73b2-4fd6-8765-a7ac706346a6,"Периферическая электрогастроэнтерография в клинической практике. - Пособие для врачей",e1715f36-da58-4792-a74c-907cd6991ef6,cf247023-a9f5-4c92-8f31-8ecc20cdeb7c
5852ebc5-b6f6-485f-8e1b-6e46659e64d5,"",e8276353-f229-44db-ae0a-5ee307c52fb9,c86d9376-cfb3-4328-b1da-3ce823a88f01
58dac9ed-2047-4675-8715-389bb5e60847,"Массаж в борьбе с недугами.",99865e73-bcd8-4eeb-9f1e-ee185b7e6ce0,03842513-e728-4626-baf3-4e3f0d7a0270
593a4165-359e-49e6-b3ad-cfec8319b1fb,"Учебно-методическое пособие по преподаванию неврологии и нейрохирургии на педиатрическом факультете.",0bb87264-b73a-48d0-9f50-d30c5d2d117b,6ec05d42-4f45-4d88-9dfd-3cb1916ea027
598fe6bb-7f0c-4b20-98b1-ada426cb3f11,"Рациональная Фармакотерапия В Акушерстве И Гинекологии.",9a1abe9c-9837-4840-aba3-b49ce5ee2035,e0b90c2d-b61b-434b-9950-cc5c88398d40
59a920cf-8911-4e60-a771-a96ceb06aa8b,"Ультразвуковое исследование в косметологии.",145cc512-a583-472e-9808-42f9c4f392f2,57f517ad-7ff0-4db0-b1fd-3034138df0eb
59c56cde-b8ff-46d1-bbbc-23b5d3ecd67c,"Фармакология. Руководство для внеаудиторной и аудиторной работы студентов",b22fb3db-1f76-48dd-8e27-9cf000bb058b,80c403b5-3076-4852-abd0-3c0abd3423b2
59d177ef-a0bd-46f8-8472-b72c56859e22,"Основы клинической гематологии: учебное пособие",4fd028b2-d011-4ef3-9342-a1dd0567d6fa,23dce035-f38e-4898-81eb-7e0fcdf7f5ea
5a187e98-fb9f-4a90-9d64-e78a0cbe32e1,"Порядки дейст. мед.работников на амбулаторном этапе оказания помощи в условиях эпидемии COVID-19 ",bc5311c8-f627-4892-8460-c9327fbe4482,b30f00c8-2cbb-43d8-afe9-6b2e1eac7d89
5a574aaa-f424-4e81-8f08-c06b5e26abf3,"",08caac68-f61d-49ae-b6c1-4485a01119d1,20c16b73-8140-43be-9b73-f46528e61cd1
5a82fffb-9af8-422e-8f3d-281b21d851b8,"",77331d21-0d18-4da0-b55a-f5bc283cef38,3a1cdcec-44ea-43b4-84dd-a2c8bd3ab818
5ab69e36-c167-4f04-981e-5051a1d72b9f,"БОЛЬШОЙ ПРАКТИКУМ «БИОХИМИЯ»",0c862b70-1a69-42d4-a8b2-9a9239ec6102,bc73f575-5bdf-4bab-8550-7a6d0cf99a63
5b179a6f-2e27-40cf-94f7-985f57c8f7d6,"Неонатология. Учебн. пособие. В 2 т. Т. II. —3-е изд.",71c4c093-0f0d-48c6-adea-3f2ba22f28a9,c21f9e95-b8f2-4d4c-b2be-41b8a05adcfe
5b48aa3d-67d0-4a0c-b8ec-512b3b0d8e1f,"ПРОФИЛАКТИКА НОВОЙ КОРОНАВИРУСНОЙ ИНФЕКЦИИ (COVID-19).",5efaa00c-97bf-4575-9526-9a93c501f47f,bcd942df-cd46-4f12-b2db-2618c2e2a5cd
5be7319d-a458-41d3-902c-dd008991360b,"Атлас абдоминальной хирургии: Т. 1. Хирургия печени, желчных путей, поджелудочной железы и портально",8d510645-77c4-4695-b7f1-c64aa3f827e5,5e5d9bff-c11c-4d9a-8c4e-35a117964cb6
5c31874b-72c6-4fb4-a4b9-a2e189457cd0,"Рациональная фармакотерапия в стоматологии",f520f9d7-b0f7-4e69-9c18-e63ce272a3fa,aad55003-d25d-4eae-9e05-f68ea10e3ee2
